PooledFundName,PooledFundId,AllocationTypeId,AllocationYear,AllocationSourceName,ChfProjectCode,Cluster,SubCluster,Percentage,ClusterBudget
CAR,17,29,2018,Standard,CAR-18/HCF10/SA1/PROT/NGO/9070,Protection,,100,333823.95
CAR,17,29,2018,Standard,CAR-18/HCF10/SA1/PROT/NGO/9118,Protection,,100,350000.21
CAR,17,29,2018,Standard,CAR-18/HCF10/SA1/WaSH/INGO/9091,"Water, Sanitation and Hygiene",,100,295677.42
CAR,17,29,2018,Standard,CAR-18/HCF10/SA1/WaSH/INGO/9143,"Water, Sanitation and Hygiene",,100,99563.5
CAR,17,30,2018,Standard,CAR-18/HCF10/SA2/EDU/INGO/10593,Education,,100,350000.27
CAR,17,30,2018,Standard,CAR-18/HCF10/SA2/EDU/NGO/10570,Education,,100,543613.5
CAR,17,30,2018,Standard,CAR-18/HCF10/SA2/ER/INGO/10532,Early Recovery,,100,203407
CAR,17,30,2018,Standard,CAR-18/HCF10/SA2/ER/INGO/10551,Early Recovery,,100,194745.25
CAR,17,30,2018,Standard,CAR-18/HCF10/SA2/FSEC/INGO/10594,Food Security,,100,562578.18
CAR,17,30,2018,Standard,CAR-18/HCF10/SA2/FSEC/INGO/10599,Food Security,,100,113409.3
CAR,17,30,2018,Standard,CAR-18/HCF10/SA2/FSEC/NGO/10547,Food Security,,100,337643.85
CAR,17,30,2018,Standard,CAR-18/HCF10/SA2/FSEC/NGO/10558,Food Security,,100,498117.1
CAR,17,30,2018,Standard,CAR-18/HCF10/SA2/FSEC/NGO/10574,Food Security,,100,487930.7
CAR,17,30,2018,Standard,CAR-18/HCF10/SA2/FSEC/NGO/10584,Food Security,,100,154393.51
CAR,17,30,2018,Standard,CAR-18/HCF10/SA2/HLT-NUT/INGO/10557,Health,,50,129657.25
CAR,17,30,2018,Standard,CAR-18/HCF10/SA2/HLT-NUT/INGO/10557,Nutrition,,50,129657.25
CAR,17,30,2018,Standard,CAR-18/HCF10/SA2/LOG/INGO/10524,Logistics,,100,450000
CAR,17,30,2018,Standard,CAR-18/HCF10/SA2/NFI/INGO/10526,Emergency Shelter and NFI,Protection de l'enfance,100,339787.06
CAR,17,30,2018,Standard,CAR-18/HCF10/SA2/NFI/INGO/10586,Emergency Shelter and NFI,Protection de l'enfance,100,816913.15
CAR,17,30,2018,Standard,CAR-18/HCF10/SA2/NFI/NGO/10605,Early Recovery,,100,236002.46
CAR,17,30,2018,Standard,CAR-18/HCF10/SA2/NUT/NGO/10562,Nutrition,,100,272828.6
CAR,17,30,2018,Standard,CAR-18/HCF10/SA2/PROT/INGO/10611,Protection,,100,312955.74
CAR,17,30,2018,Standard,CAR-18/HCF10/SA2/PROT/INGO/10612,Protection,,100,118074.5
CAR,17,30,2018,Standard,CAR-18/HCF10/SA2/WaSH/NGO/10591,"Water, Sanitation and Hygiene",,100,292546.56
CAR,17,30,2018,Standard,CAR-18/HCF10/SA2/WaSH/NGO/10604,"Water, Sanitation and Hygiene",,100,80629.85
CAR,17,32,2019,Standard,CAR-19/HCF10/SA1/EDU/INGO/12659,Education,,100,265434.9
CAR,17,32,2019,Standard,CAR-19/HCF10/SA1/EDU/INGO/12746,Education,,100,570848.21
CAR,17,32,2019,Standard,CAR-19/HCF10/SA1/EDU/NGO/12707,Education,,100,264044.97
CAR,17,32,2019,Standard,CAR-19/HCF10/SA1/ER/NGO/12757,Early Recovery,,100,49327
CAR,17,32,2019,Standard,CAR-19/HCF10/SA1/FSEC-ER/NGO/12719,Early Recovery,,20,90128.24
CAR,17,32,2019,Standard,CAR-19/HCF10/SA1/FSEC-ER/NGO/12719,Food Security,,80,360512.96
CAR,17,32,2019,Standard,CAR-19/HCF10/SA1/HLT-WaSH/NGO/12714,Health,,20,94986040
CAR,17,32,2019,Standard,CAR-19/HCF10/SA1/HLT-WaSH/NGO/12714,"Water, Sanitation and Hygiene",,80,379944160
CAR,17,32,2019,Standard,CAR-19/HCF10/SA1/LOG/NGO/12654,Logistics,,100,149339.9
CAR,17,32,2019,Standard,CAR-19/HCF10/SA1/NFI/NGO/12701,Emergency Shelter and NFI,Protection de l'enfance,100,271546.42
CAR,17,32,2019,Standard,CAR-19/HCF10/SA1/PROT/INGO/12677,Protection,,100,249215.73
CAR,17,32,2019,Standard,CAR-19/HCF10/SA1/PROT/INGO/12694,Protection,,100,387522.97
CAR,17,32,2019,Standard,CAR-19/HCF10/SA1/PROT/NGO/12695,Protection,,100,49268.62
CAR,17,32,2019,Standard,CAR-19/HCF10/SA1/PROT/NGO/12753,Protection,,100,159426.79
CAR,17,32,2019,Standard,CAR-19/HCF10/SA1/PROT-FSEC/NGO/12698,Food Security,,60,370832.04
CAR,17,32,2019,Standard,CAR-19/HCF10/SA1/PROT-FSEC/NGO/12698,Protection,,40,247221.36
CAR,17,32,2019,Standard,CAR-19/HCF10/SA1/WaSH/INGO/12686,"Water, Sanitation and Hygiene",,100,257148.82
CAR,17,32,2019,Standard,CAR-19/HCF10/SA1/WaSH/INGO/12711,"Water, Sanitation and Hygiene",,100,330677.08
CAR,17,32,2019,Standard,CAR-19/HCF10/SA1/WaSH/INGO/12713,"Water, Sanitation and Hygiene",,100,452519.26
CAR,17,32,2019,Standard,CAR-19/HCF10/SA1/WaSH/INGO/12722,"Water, Sanitation and Hygiene",,100,350000
CAR,17,32,2019,Standard,CAR-19/HCF10/SA1/WaSH/NGO/12748,"Water, Sanitation and Hygiene",,100,51306.5
CAR,17,32,2019,Standard,CAR-19/HCF10/SA1/WaSH/NGO/12751,"Water, Sanitation and Hygiene",,100,49995.75
CAR,17,32,2019,Standard,CAR-19/HCF10/SA1/WaSH/NGO/12763,"Water, Sanitation and Hygiene",,100,45877.27
CAR,17,32,2019,Standard,CAR-19/HCF10/SA1/WaSH-NUT/INGO/12680,Nutrition,,40,101069.632
CAR,17,32,2019,Standard,CAR-19/HCF10/SA1/WaSH-NUT/INGO/12680,"Water, Sanitation and Hygiene",,60,151604.448
CAR,17,35,2019,Standard,CAR-19/HCF10/SA2/CCCM/NGO/14191,Camp Coordination / Management,,100,107387.34
CAR,17,35,2019,Standard,CAR-19/HCF10/SA2/FSEC/INGO/14288,Food Security,,100,700000
CAR,17,35,2019,Standard,CAR-19/HCF10/SA2/FSEC/NGO/14305,Food Security,,100,222821.9
CAR,17,35,2019,Standard,CAR-19/HCF10/SA2/PROT/UN/14259,Protection,,100,172511.82
CAR,17,35,2019,Standard,CAR-19/HCF10/SA2/WaSH/INGO/14290,"Water, Sanitation and Hygiene",,100,700000
Chad (RhPF),90,1454,2025,Reserve,CBPF-TCD-25-R-NGO-36389,"Water, Sanitation and Hygiene",,100,499980.51
Colombia,52,0,2013,Reserve,COL-13/X/DDA-3418/ER/P/NGO/77,Protection,,100,117971
Colombia,52,0,2015,Reserve,COL-15/X/DDA-3418/ER/S-NFI/NGO/586,Emergency Shelter and NFI,,100,0
Colombia,52,66,2016,Standard,COL-16/DDA-3418/SA/Pr/INGO/2873,Protection,,100,249373.67
Colombia,52,66,2016,Standard,COL-16/DDA-3418/SA/Pr/INGO/2890,Protection,,100,300000
Colombia,52,66,2016,Standard,COL-16/DDA-3418/SA/Pr/NGO/2860,Protection,,100,186265.6
Colombia,52,66,2016,Standard,COL-16/DDA-3418/SA/Pr-AL/INGO/2812,Emergency Shelter and NFI,,40,119972.68
Colombia,52,66,2016,Standard,COL-16/DDA-3418/SA/Pr-AL/INGO/2812,Protection,,60,179959.02
Colombia,52,66,2016,Standard,COL-16/DDA-3418/SA/Pr-AL-SAN-SA/INGO/2831,Emergency Shelter and NFI,,30,74984.394
Colombia,52,66,2016,Standard,COL-16/DDA-3418/SA/Pr-AL-SAN-SA/INGO/2831,Food Security,,30,74984.394
Colombia,52,66,2016,Standard,COL-16/DDA-3418/SA/Pr-AL-SAN-SA/INGO/2831,Health,,20,49989.596
Colombia,52,66,2016,Standard,COL-16/DDA-3418/SA/Pr-AL-SAN-SA/INGO/2831,Protection,,20,49989.596
Colombia,52,104,2017,Reserve,COL-17/DDA-3418/DA/Pr-SAN-WASH-SA/INGO/5852,Food Security,,20,29999.998
Colombia,52,104,2017,Reserve,COL-17/DDA-3418/DA/Pr-SAN-WASH-SA/INGO/5852,Health,,30,44999.997
Colombia,52,104,2017,Reserve,COL-17/DDA-3418/DA/Pr-SAN-WASH-SA/INGO/5852,Protection,,20,29999.998
Colombia,52,104,2017,Reserve,COL-17/DDA-3418/DA/Pr-SAN-WASH-SA/INGO/5852,"Water, Sanitation and Hygiene",,30,44999.997
Colombia,52,104,2017,Reserve,COL-17/DDA-3418/DA/WASH-Pr-SAN/INGO/5877,Food Security,,20,30000
Colombia,52,104,2017,Reserve,COL-17/DDA-3418/DA/WASH-Pr-SAN/INGO/5877,Protection,,35,52500
Colombia,52,104,2017,Reserve,COL-17/DDA-3418/DA/WASH-Pr-SAN/INGO/5877,"Water, Sanitation and Hygiene",,45,67500
Colombia,52,108,2017,Standard,COL-17/DDA-3418/SA /Pr/NGO/7034,Protection,,100,119645.51
Colombia,52,108,2017,Standard,COL-17/DDA-3418/SA /Pr-SAN/INGO/6977,Food Security,,30,35980.698
Colombia,52,108,2017,Standard,COL-17/DDA-3418/SA /Pr-SAN/INGO/6977,Protection,,70,83954.962
Colombia,52,108,2017,Standard,COL-17/DDA-3418/SA /WASH-Pr/INGO/7037,Protection,,30,44835.453
Colombia,52,108,2017,Standard,COL-17/DDA-3418/SA /WASH-Pr/INGO/7037,"Water, Sanitation and Hygiene",,70,104616.057
Colombia,52,108,2017,Standard,COL-17/DDA-3418/SA /WASH-SAN/INGO/6992,Food Security,,70,104506.472
Colombia,52,108,2017,Standard,COL-17/DDA-3418/SA /WASH-SAN/INGO/6992,"Water, Sanitation and Hygiene",,30,44788.488
Colombia (RhPF),87,1510,2025,Standard,CBPF-COL-25-S-NGO-38194,Education,,10,16152.249
Colombia (RhPF),87,1510,2025,Standard,CBPF-COL-25-S-NGO-38194,Protection,,40,64608.996
Colombia (RhPF),87,1510,2025,Standard,CBPF-COL-25-S-NGO-38194,Protection,,50,80761.245
Colombia (RhPF),87,1510,2025,Standard,CBPF-COL-25-S-NGO-38205,Education,,11,27496.7506
Colombia (RhPF),87,1510,2025,Standard,CBPF-COL-25-S-NGO-38205,Food Security,,19,47494.3874
Colombia (RhPF),87,1510,2025,Standard,CBPF-COL-25-S-NGO-38205,Health,,9,22497.3414
Colombia (RhPF),87,1510,2025,Standard,CBPF-COL-25-S-NGO-38205,Protection,,17,42494.9782
Colombia (RhPF),87,1510,2025,Standard,CBPF-COL-25-S-NGO-38205,Protection,,31,77490.8426
Colombia (RhPF),87,1510,2025,Standard,CBPF-COL-25-S-NGO-38205,"Water, Sanitation and Hygiene",,13,32496.1598
Colombia (RhPF),87,1510,2025,Standard,CBPF-COL-25-S-NGO-38234,Protection,,25,62493.35
Colombia (RhPF),87,1510,2025,Standard,CBPF-COL-25-S-NGO-38234,Protection,,75,187480.05
Colombia (RhPF),87,1510,2025,Standard,CBPF-COL-25-S-NGO-38242,Health,,34,84999.7314
Colombia (RhPF),87,1510,2025,Standard,CBPF-COL-25-S-NGO-38242,Protection,,66,164999.4786
Colombia (RhPF),87,1510,2025,Standard,CBPF-COL-25-S-NGO-38261,Emergency Shelter and NFI,,9,22500
Colombia (RhPF),87,1510,2025,Standard,CBPF-COL-25-S-NGO-38261,Food Security,,20,50000
Colombia (RhPF),87,1510,2025,Standard,CBPF-COL-25-S-NGO-38261,Protection,,10,25000
Colombia (RhPF),87,1510,2025,Standard,CBPF-COL-25-S-NGO-38261,Protection,,23,57500
Colombia (RhPF),87,1510,2025,Standard,CBPF-COL-25-S-NGO-38261,"Water, Sanitation and Hygiene",,15,37500
Colombia (RhPF),87,1510,2025,Standard,CBPF-COL-25-S-NGO-38301,Protection,,14,34969.9406
Colombia (RhPF),87,1510,2025,Standard,CBPF-COL-25-S-NGO-38301,Protection,,86,214815.3494
DRC,24,274,2020,Standard,DRC-20/HCG10/SA1/WaSH-HLT/NGO/16676,Health,,47,704999.9201
DRC,24,274,2020,Standard,DRC-20/HCG10/SA1/WaSH-HLT/NGO/16676,"Water, Sanitation and Hygiene",,53,794999.9099
DRC,24,284,2020,Reserve,DRC-20/HCG10/RA3/HLT-PROT/NGO/17189,Health,,60,719999.916
DRC,24,284,2020,Reserve,DRC-20/HCG10/RA3/HLT-PROT/NGO/17189,Protection,,40,479999.944
DRC,24,319,2021,Reserve,DRC-21/HCG10/RA1/COORD/INGO/18310,Coordination and Support Services,,100,1500000
DRC,24,334,2021,Standard,DRC-21/HCG10/SA1/NUT/NGO/19141,Nutrition,,100,800063.08
DRC,24,334,2021,Standard,DRC-21/HCG10/SA1/WaSH/INGO/18879,"Water, Sanitation and Hygiene",,100,409075.98
DRC,24,355,2021,Reserve,DRC-21/HCG10/RA3/PROT/INGO/20124,Protection,,100,339953.45
DRC,24,410,2022,Standard,DRC-22/HCG10/SA1/NFI-PROT-CP/INGO/22305,Emergency Shelter and NFI,,50,726500.18
DRC,24,410,2022,Standard,DRC-22/HCG10/SA1/NFI-PROT-CP/INGO/22305,Protection,,20,290600.072
DRC,24,410,2022,Standard,DRC-22/HCG10/SA1/NFI-PROT-CP/INGO/22305,Protection,,30,435900.108
DRC,24,1422,2025,Reserve,CBPF-DRC-25-R-INGO-35419,Food Security,,82,1274792.6804
DRC,24,1422,2025,Reserve,CBPF-DRC-25-R-INGO-35419,Protection,,1,15546.2522
DRC,24,1422,2025,Reserve,CBPF-DRC-25-R-INGO-35419,Protection,,3,46638.7566
DRC,24,1422,2025,Reserve,CBPF-DRC-25-R-INGO-35419,Protection,,7,108823.7654
DRC,24,1422,2025,Reserve,CBPF-DRC-25-R-INGO-35419,"Water, Sanitation and Hygiene",,7,108823.7654
DRC,24,1422,2025,Reserve,CBPF-DRC-25-R-INGO-35481,Food Security,,40,480000
DRC,24,1422,2025,Reserve,CBPF-DRC-25-R-INGO-35481,Nutrition,,50,600000
DRC,24,1422,2025,Reserve,CBPF-DRC-25-R-INGO-35481,Protection,,10,120000
DRC,24,1422,2025,Reserve,CBPF-DRC-25-R-INGO-35518,Emergency Shelter and NFI,,13,195000
DRC,24,1422,2025,Reserve,CBPF-DRC-25-R-INGO-35518,Food Security,,40,600000
DRC,24,1422,2025,Reserve,CBPF-DRC-25-R-INGO-35518,Health,,16,240000
DRC,24,1422,2025,Reserve,CBPF-DRC-25-R-INGO-35518,Nutrition,,11,165000
DRC,24,1422,2025,Reserve,CBPF-DRC-25-R-INGO-35518,Protection,,7,105000
DRC,24,1422,2025,Reserve,CBPF-DRC-25-R-INGO-35518,"Water, Sanitation and Hygiene",,13,195000
DRC,24,1422,2025,Reserve,CBPF-DRC-25-R-INGO-35521,Protection,,20,80975.162
DRC,24,1422,2025,Reserve,CBPF-DRC-25-R-INGO-35521,"Water, Sanitation and Hygiene",,80,323900.648
DRC,24,1422,2025,Reserve,CBPF-DRC-25-R-INGO-35611,Education,,45,314826.1245
DRC,24,1422,2025,Reserve,CBPF-DRC-25-R-INGO-35611,Protection,,55,384787.4855
DRC,24,1422,2025,Reserve,CBPF-DRC-25-R-NGO-35398,Protection,,43,150500
DRC,24,1422,2025,Reserve,CBPF-DRC-25-R-NGO-35398,Protection,,57,199500
DRC,24,1422,2025,Reserve,CBPF-DRC-25-R-NGO-35504,Food Security,,85,609804.246
DRC,24,1422,2025,Reserve,CBPF-DRC-25-R-NGO-35504,Protection,,15,107612.514
DRC,24,1422,2025,Reserve,CBPF-DRC-25-R-NGO-35574,Protection,,15,189863.5635
DRC,24,1422,2025,Reserve,CBPF-DRC-25-R-NGO-35574,Protection,,80,1012605.672
DRC,24,1422,2025,Reserve,CBPF-DRC-25-R-NGO-35574,"Water, Sanitation and Hygiene",,5,63287.8545
DRC,24,1422,2025,Reserve,CBPF-DRC-25-R-NGO-35578,Food Security,,60,419998.71
DRC,24,1422,2025,Reserve,CBPF-DRC-25-R-NGO-35578,Protection,,40,279999.14
DRC,24,1422,2025,Reserve,CBPF-DRC-25-R-NGO-35588,Food Security,,86,1262485.3234
DRC,24,1422,2025,Reserve,CBPF-DRC-25-R-NGO-35588,Protection,,1,14680.0619
DRC,24,1422,2025,Reserve,CBPF-DRC-25-R-NGO-35588,Protection,,13,190840.8047
DRC,24,1526,2025,Standard,CBPF-DRC-25-S-INGO-38437,Food Security,,90,450000
DRC,24,1526,2025,Standard,CBPF-DRC-25-S-INGO-38437,Protection,,10,50000
DRC,24,1526,2025,Standard,CBPF-DRC-25-S-INGO-38440,Food Security,,40,574400.004
DRC,24,1526,2025,Standard,CBPF-DRC-25-S-INGO-38440,Multi-Sector,,35,502600.0035
DRC,24,1526,2025,Standard,CBPF-DRC-25-S-INGO-38440,Protection,,25,359000.0025
DRC,24,1526,2025,Standard,CBPF-DRC-25-S-INGO-38443,Food Security,,40,300000
DRC,24,1526,2025,Standard,CBPF-DRC-25-S-INGO-38443,Protection,,27,202500
DRC,24,1526,2025,Standard,CBPF-DRC-25-S-INGO-38443,Protection,,33,247500
DRC,24,1526,2025,Standard,CBPF-DRC-25-S-INGO-38447,Multi-Sector,,70,455000
DRC,24,1526,2025,Standard,CBPF-DRC-25-S-INGO-38447,Protection,,15,97500
DRC,24,1526,2025,Standard,CBPF-DRC-25-S-INGO-38457,Health,,100,600000
DRC,24,1526,2025,Standard,CBPF-DRC-25-S-INGO-38460,Emergency Shelter and NFI,,100,299992.37
DRC,24,1526,2025,Standard,CBPF-DRC-25-S-INGO-38474,Multi-Sector,,50,399915.495
DRC,24,1526,2025,Standard,CBPF-DRC-25-S-INGO-38474,Protection,,25,199957.7475
DRC,24,1526,2025,Standard,CBPF-DRC-25-S-INGO-38478,Nutrition,,63,252000
DRC,24,1526,2025,Standard,CBPF-DRC-25-S-INGO-38478,"Water, Sanitation and Hygiene",,37,148000
DRC,24,1526,2025,Standard,CBPF-DRC-25-S-INGO-38503,Food Security,,33,495000
DRC,24,1526,2025,Standard,CBPF-DRC-25-S-INGO-38503,Health,,7,105000
DRC,24,1526,2025,Standard,CBPF-DRC-25-S-INGO-38503,Nutrition,,18,270000
DRC,24,1526,2025,Standard,CBPF-DRC-25-S-INGO-38503,"Water, Sanitation and Hygiene",,42,630000
DRC,24,1526,2025,Standard,CBPF-DRC-25-S-INGO-38520,Multi-Sector,,56,528640
DRC,24,1526,2025,Standard,CBPF-DRC-25-S-INGO-38520,Protection,,44,415360
DRC,24,1526,2025,Standard,CBPF-DRC-25-S-INGO-38551,Health,,47,446500
DRC,24,1526,2025,Standard,CBPF-DRC-25-S-INGO-38551,Protection,,16,152000
DRC,24,1526,2025,Standard,CBPF-DRC-25-S-INGO-38551,"Water, Sanitation and Hygiene",,37,351500
DRC,24,1526,2025,Standard,CBPF-DRC-25-S-INGO-38565,Logistics,,55,247500
DRC,24,1526,2025,Standard,CBPF-DRC-25-S-INGO-38565,"Water, Sanitation and Hygiene",,45,202500
DRC,24,1526,2025,Standard,CBPF-DRC-25-S-INGO-38586,Multi-Sector,,38,304000
DRC,24,1526,2025,Standard,CBPF-DRC-25-S-INGO-38586,"Water, Sanitation and Hygiene",,62,496000
DRC,24,1526,2025,Standard,CBPF-DRC-25-S-NGO-38444,Food Security,,78,351000
DRC,24,1526,2025,Standard,CBPF-DRC-25-S-NGO-38444,Protection,,22,99000
DRC,24,1526,2025,Standard,CBPF-DRC-25-S-NGO-38455,Health,,56,252000
DRC,24,1526,2025,Standard,CBPF-DRC-25-S-NGO-38455,Nutrition,,44,198000
DRC,24,1526,2025,Standard,CBPF-DRC-25-S-NGO-38459,Health,,83,249000
DRC,24,1526,2025,Standard,CBPF-DRC-25-S-NGO-38459,Protection,,17,51000
DRC,24,1526,2025,Standard,CBPF-DRC-25-S-NGO-38476,Health,,50,300000
DRC,24,1526,2025,Standard,CBPF-DRC-25-S-NGO-38476,Nutrition,,50,300000
DRC,24,1526,2025,Standard,CBPF-DRC-25-S-NGO-38477,Food Security,,37,351500.0148
DRC,24,1526,2025,Standard,CBPF-DRC-25-S-NGO-38477,Nutrition,,31,294500.0124
DRC,24,1526,2025,Standard,CBPF-DRC-25-S-NGO-38477,"Water, Sanitation and Hygiene",,32,304000.0128
DRC,24,1526,2025,Standard,CBPF-DRC-25-S-NGO-38487,Health,,57,399000
DRC,24,1526,2025,Standard,CBPF-DRC-25-S-NGO-38487,"Water, Sanitation and Hygiene",,43,301000
DRC,24,1526,2025,Standard,CBPF-DRC-25-S-NGO-38488,Health,,100,449999.2
DRC,24,1526,2025,Standard,CBPF-DRC-25-S-NGO-38502,Protection,,44,198000
DRC,24,1526,2025,Standard,CBPF-DRC-25-S-NGO-38502,Protection,,56,252000
DRC,24,1526,2025,Standard,CBPF-DRC-25-S-NGO-38523,Multi-Sector,,100,800000
DRC,24,1526,2025,Standard,CBPF-DRC-25-S-NGO-38527,Multi-Sector,,71,497000
DRC,24,1526,2025,Standard,CBPF-DRC-25-S-NGO-38527,Protection,,29,203000
DRC,24,1526,2025,Standard,CBPF-DRC-25-S-NGO-38529,Food Security,,75,525000
DRC,24,1526,2025,Standard,CBPF-DRC-25-S-NGO-38529,Protection,,25,175000
DRC,24,1526,2025,Standard,CBPF-DRC-25-S-NGO-38538,Emergency Shelter and NFI,,76,699200
DRC,24,1526,2025,Standard,CBPF-DRC-25-S-NGO-38538,Protection,,24,220800
DRC,24,1526,2025,Standard,CBPF-DRC-25-S-NGO-38541,Education,,22,198000.0022
DRC,24,1526,2025,Standard,CBPF-DRC-25-S-NGO-38541,Food Security,,22,198000.0022
DRC,24,1526,2025,Standard,CBPF-DRC-25-S-NGO-38541,Multi-Sector,,34,306000.0034
DRC,24,1526,2025,Standard,CBPF-DRC-25-S-NGO-38541,Protection,,11,99000.0011
DRC,24,1526,2025,Standard,CBPF-DRC-25-S-NGO-38548,Health,,55,220000
DRC,24,1526,2025,Standard,CBPF-DRC-25-S-NGO-38548,Nutrition,,45,180000
DRC,24,1526,2025,Standard,CBPF-DRC-25-S-NGO-38561,Food Security,,67,301500
DRC,24,1526,2025,Standard,CBPF-DRC-25-S-NGO-38561,Protection,,33,148500
DRC,24,1526,2025,Standard,CBPF-DRC-25-S-NGO-38567,Protection,,14,98000
DRC,24,1526,2025,Standard,CBPF-DRC-25-S-NGO-38567,"Water, Sanitation and Hygiene",,72,504000
DRC,24,1544,2026,Reserve,CBPF-DRC-26-R-O-38990,"Water, Sanitation and Hygiene",,100,325000
DRC,24,1544,2026,Reserve,CBPF-DRC-26-R-UN-39028,Emergency Shelter and NFI,,100,600000
DRC,24,65,2019,Standard,DRC-19/HCG10/ST1/WaSH/NGO/11819,"Water, Sanitation and Hygiene",,100,610249.15
Ethiopia,53,60,2016,Standard,ETH-16/DDA-3379/CP/FSL-N-WASH-H/INGO/2454,Food Security,,30,427540.419
Ethiopia,53,60,2016,Standard,ETH-16/DDA-3379/CP/FSL-N-WASH-H/INGO/2454,Health,Gender Based Violence (GBV),15,213770.2095
Ethiopia,53,60,2016,Standard,ETH-16/DDA-3379/CP/FSL-N-WASH-H/INGO/2454,Nutrition,,30,427540.419
Ethiopia,53,60,2016,Standard,ETH-16/DDA-3379/CP/FSL-N-WASH-H/INGO/2454,"Water, Sanitation and Hygiene",Child Protection in Emergencies,25,356283.6825
Ethiopia,53,80,2016,Standard,ETH-16/DDA-3379/CP/H-WASH/INGO/3765,Health,Gender Based Violence (GBV),80,363321.056
Ethiopia,53,80,2016,Standard,ETH-16/DDA-3379/CP/H-WASH/INGO/3765,"Water, Sanitation and Hygiene",Child Protection in Emergencies,20,90830.264
Ethiopia,53,131,2017,Reserve,ETH-17/DDA-3379/CP/H/NGO/7633,Health,Gender Based Violence (GBV),100,904442.53
Ethiopia,53,131,2017,Reserve,ETH-17/DDA-3379/CP/N/INGO/7643,Nutrition,,100,615000.4
Ethiopia,53,131,2017,Reserve,ETH-17/DDA-3379/CP/N/INGO/7644,Nutrition,,100,670000
Ethiopia,53,177,2018,Reserve,ETH-18/DDA-3379/RA1/N/INGO/10225,Nutrition,,100,85256.52
Ethiopia,53,177,2018,Reserve,ETH-18/DDA-3379/RA1/WASH/INGO/10313,"Water, Sanitation and Hygiene",Child Protection in Emergencies,100,321864.42
Ethiopia,53,318,2021,Reserve,ETH-21/DDA-3379/RA1/CSS/UN/18099,Coordination and Support Services,,100,137195.4
Ethiopia,53,327,2021,Standard,ETH-21/DDA-3379/SA1/P/INGO/18524,Protection,GBV,100,1000000
Ethiopia,53,327,2021,Standard,ETH-21/DDA-3379/SA1/WASH-A-P-NFI/ES/INGO/18528,Emergency Shelter and NFI,Child protection,21,388500
Ethiopia,53,327,2021,Standard,ETH-21/DDA-3379/SA1/WASH-A-P-NFI/ES/INGO/18528,Food Security,Protection de l'enfance,16,296000
Ethiopia,53,327,2021,Standard,ETH-21/DDA-3379/SA1/WASH-A-P-NFI/ES/INGO/18528,Protection,GBV,32,592000
Ethiopia,53,327,2021,Standard,ETH-21/DDA-3379/SA1/WASH-A-P-NFI/ES/INGO/18528,"Water, Sanitation and Hygiene",Child Protection in Emergencies,31,573500
Ethiopia,53,353,2021,Reserve,ETH-21/DDA-3379/RA2/P/INGO/20019,Protection,GBV,100,387723.1
Ethiopia,53,353,2021,Reserve,ETH-21/DDA-3379/RA2/P/INGO/20052,Protection,GBV,100,900000.28
Ethiopia,53,353,2021,Reserve,ETH-21/DDA-3379/RA2/P-N-WASH-NFI/ES/INGO/20100,Emergency Shelter and NFI,Child protection,31.18,249440.099776
Ethiopia,53,353,2021,Reserve,ETH-21/DDA-3379/RA2/P-N-WASH-NFI/ES/INGO/20100,Nutrition,,34.63,277040.110816
Ethiopia,53,353,2021,Reserve,ETH-21/DDA-3379/RA2/P-N-WASH-NFI/ES/INGO/20100,Protection,GBV,19.96,159680.063872
Ethiopia,53,353,2021,Reserve,ETH-21/DDA-3379/RA2/P-N-WASH-NFI/ES/INGO/20100,"Water, Sanitation and Hygiene",Child Protection in Emergencies,14.23,113840.045536
Ethiopia,53,1426,2025,Reserve,CBPF-ETH-25-R-NGO-35421,Protection,GBV,100,300000
Ethiopia,53,1502,2025,Reserve,CBPF-ETH-25-R-NGO-37986,Health,Gender Based Violence (GBV),80,400000.064
Ethiopia,53,1502,2025,Reserve,CBPF-ETH-25-R-NGO-37986,Multi-purpose CASH,,20,100000.016
Haiti,54,0,2013,Reserve,HTI-13/X/3416/ER/H/INGO/58,Health,,100,0
Haiti,54,0,2013,Reserve,HTI-13/X/3416/ER/H/NGO/60,Health,,100,0
Haiti,54,0,2013,Reserve,HTI-13/X/3416/ER/SNS/INGO/62,Multi-Sector,,100,0
Haiti,54,0,2013,Reserve,HTI-13/X/3416/ER/SNS/NGO/57,Multi-Sector,,100,0
Haiti,54,0,2013,Reserve,HTI-13/X/3416/ER/SNS/NGO/59,Multi-Sector,,100,0
Haiti (RhPF),88,1485,2025,Standard,CBPF-HTI-25-S-INGO-37654,Emergency Shelter and NFI,,20,150000
Haiti (RhPF),88,1485,2025,Standard,CBPF-HTI-25-S-INGO-37654,Food Security,,35,262500
Haiti (RhPF),88,1485,2025,Standard,CBPF-HTI-25-S-INGO-37654,Nutrition,,25,187500
Haiti (RhPF),88,1485,2025,Standard,CBPF-HTI-25-S-INGO-37654,Protection,,20,150000
Haiti (RhPF),88,1485,2025,Standard,CBPF-HTI-25-S-INGO-37669,Education,,60,149999.07
Haiti (RhPF),88,1485,2025,Standard,CBPF-HTI-25-S-INGO-37669,Protection,,40,99999.38
Haiti (RhPF),88,1485,2025,Standard,CBPF-HTI-25-S-NGO-37517,Protection,,100,249228.77
Haiti (RhPF),88,1485,2025,Standard,CBPF-HTI-25-S-NGO-37525,Food Security,,54,267657.4962
