PooledFundName,PooledFundId,ChfProjectCode,ExternalProjectCode,AllocationType,AllocationYear,AllocationSourceID,AllocationSourceName,OrganizationName,OrganizationType,ProjectDuration,Budget,TotalDirectCost,TotalSupportCost,DateSubmitted,GenderMarker,ActualStartDate,ActualEndDate,ProjectStatus,ProjectStatusId,ProjectStatusCode,ProcessStatus,ProcessStatusId,PartnerCode
Somalia,21,SOM-13/X/2470/ER/H/NGO/53,DMA-CHF-O489-498-STD,,2013,1,Reserve,Himilo Relief and Development Association,National NGO,12,223353,0,0,6/29/2013 12:00:00 AM,,9/6/2013 12:00:00 AM,8/19/2014 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,11965.5648
Somalia,21,SOM-13/X/2470/ER/H/NGO/54,DMA-CHF-O489-499-STD,,2013,1,Reserve,Hidig Relief and Development Organization,National NGO,12,191699.06,0,0,6/4/2013 12:00:00 AM,,9/11/2013 12:00:00 AM,9/19/2014 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,11217.7170
Somalia,21,SOM-13/X/2470/ER/H/NGO/57,DMA-CHF-O489-502-STD,,2013,1,Reserve,Serve Pastoralist International,National NGO,12,150786.65,0,0,5/28/2013 12:00:00 AM,,8/13/2013 12:00:00 AM,8/10/2014 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,20565.8145
Somalia,21,SOM-13/X/2470/ER/H/NGO/58,DMA-CHF-O489-503-STD,,2013,1,Reserve,Somali Relief and Development Society,National NGO,12,210700,0,0,6/4/2013 12:00:00 AM,,7/31/2013 12:00:00 AM,8/10/2014 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,23557.2057
Somalia,21,SOM-13/X/2470/ER/H/NGO/59,DMA-CHF-O489-504-STD,,2013,1,Reserve,Somali Young Doctors Association,National NGO,12,221361,0,0,5/28/2013 12:00:00 AM,,7/31/2013 12:00:00 AM,8/10/2013 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,23931.1296
Somalia,21,SOM-13/X/2470/ER/H/NGO/60,DMA-CHF-O489-505-STD,,2013,1,Reserve,SWISSO KALMO,National NGO,12,297320,0,0,5/23/2013 12:00:00 AM,,7/31/2013 12:00:00 AM,8/10/2014 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,25426.8252
Somalia,21,SOM-13/X/2470/ER/H/NGO/61,DMA-CHF-O489-506-STD,,2013,1,Reserve,Wardi Relief and Development Initiatives,National NGO,12,325778,0,0,5/25/2013 12:00:00 AM,,7/31/2013 12:00:00 AM,8/5/2014 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,28044.2925
Somalia,21,SOM-13/X/2470/ER/H/NGO/62,DMA-CHF-O489-507-STD,,2013,1,Reserve,Wamo Relief and Rehabilitation Services,National NGO,12,183990,0,0,6/1/2013 12:00:00 AM,,8/26/2013 12:00:00 AM,8/27/2014 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,27670.3686
Somalia,21,SOM-13/X/2470/ER/H/NGO/63,DMA-CHF-O489-512-STD,,2013,1,Reserve,HIJRA,National NGO,12,314400,0,0,6/5/2013 12:00:00 AM,,9/18/2013 12:00:00 AM,9/30/2014 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,11591.6409
Somalia,21,SOM-13/X/2470/ER/H/NGO/68,DMA-CHF-O489-528 -ER,,2013,1,Reserve,SWISSO KALMO,National NGO,6,289961.57,0,0,10/10/2013 12:00:00 AM,,11/25/2013 12:00:00 AM,5/28/2014 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,25426.8252
Somalia,21,SOM-13/X/2470/ER/H/NGO/69,DMA-CHF-O489-532-ER,,2013,1,Reserve,SomaliAid,National NGO,6,150000,0,0,10/10/2013 12:00:00 AM,,11/30/2013 12:00:00 AM,6/10/2014 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,24305.0535
Somalia,21,SOM-13/X/2470/ER/H/NGO/72,DMA-CHF-O489-533-ER,,2013,1,Reserve,ZamZam Foundation,National NGO,,0,0,0,11/26/2013 12:00:00 AM,,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,Counter Signature By IP,11,,HC Final Approval,12,29913.9120
Somalia,21,SOM-13/X/2470/ER/P/INGO/18,DMA-CHF-O489-466-STD,,2013,1,Reserve,Cooperazione E Sviluppo,International NGO,12,249000,0,0,6/2/2013 12:00:00 AM,,9/10/2013 12:00:00 AM,9/10/2014 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,6356.7063
Somalia,21,SOM-13/X/2470/ER/P/INGO/19,DMA-CHF-O489-467-STD,,2013,1,Reserve,Comitato di Coordinamento delle Organizzazioni per il Servizio Volontario,International NGO,12,300000,0,0,5/30/2013 12:00:00 AM,,8/13/2013 12:00:00 AM,8/11/2014 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,5608.8585
Somalia,21,SOM-13/X/2470/ER/P/INGO/22,DMA-CHF-O489-470-STD,,2013,1,Reserve,INTERSOS,International NGO,6,271410,0,0,6/4/2013 12:00:00 AM,,9/19/2013 12:00:00 AM,3/30/2014 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,14209.1082
Somalia,21,SOM-13/X/2470/ER/P/INGO/23,DMA-CHF-O489-471-STD,,2013,1,Reserve,INTERSOS,International NGO,12,296683,0,0,6/1/2013 12:00:00 AM,,10/7/2013 12:00:00 AM,10/8/2014 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,14209.1082
Somalia,21,SOM-13/X/2470/ER/P/INGO/24,DMA-CHF-O489-472,,2013,1,Reserve,Save the Children Fund,International NGO,12,150000,0,0,6/5/2013 12:00:00 AM,,10/18/2013 12:00:00 AM,10/18/2014 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,19444.0428
Somalia,21,SOM-13/X/2470/ER/P/NGO/17,DMA-CHF-O489-465-STD,,2013,1,Reserve,American Refugee Committee,National NGO,12,286885,0,0,6/5/2013 12:00:00 AM,,9/23/2013 12:00:00 AM,9/30/2014 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,2991.3912
Somalia,21,SOM-13/X/2470/ER/P/NGO/20,DMA-CHF-O489-468-STD,,2013,1,Reserve,Danish Refugee Council,National NGO,12,300000,0,0,6/3/2013 12:00:00 AM,,9/12/2013 12:00:00 AM,9/22/2014 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,7478.4780
Somalia,21,SOM-13/X/2470/ER/P/NGO/21,DMA-CHF-O489-469-STD,,2013,1,Reserve,IIDA Women's Development Organization,National NGO,12,245000,0,0,5/27/2013 12:00:00 AM,,9/11/2013 12:00:00 AM,9/18/2014 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,12713.4126
Somalia,21,SOM-13/X/2470/ER/P/NGO/25,DMA-CHF-O489-473-STD,,2013,1,Reserve,Tadamun Social Society,National NGO,12,180023.22,0,0,5/27/2013 12:00:00 AM,,10/7/2013 12:00:00 AM,10/8/2014 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,26174.6730
Somalia,21,SOM-13/X/2470/ER/S-NFI/INGO/27,DMA-CHF-O489-475-STD,,2013,1,Reserve,INTERSOS,International NGO,6,245992,0,0,6/5/2013 12:00:00 AM,,8/26/2013 12:00:00 AM,2/25/2014 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,14209.1082
Somalia,21,SOM-13/X/2470/ER/S-NFI/INGO/28,DMA-CHF-O489-476-STD,,2013,1,Reserve,Mercy Corps,International NGO,6,139999.87,0,0,6/5/2013 12:00:00 AM,,11/4/2013 12:00:00 AM,5/3/2014 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,15704.8038
Somalia,21,SOM-13/X/2470/ER/S-NFI/INGO/29,DMA-CHF-O489-477-STD,,2013,1,Reserve,Norwegian Refugee Council,International NGO,12,430000,0,0,6/3/2013 12:00:00 AM,,9/24/2013 12:00:00 AM,9/23/2014 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,16452.6516
Somalia,21,SOM-13/X/2470/ER/S-NFI/INGO/31,DMA-CHF-O489-480-STD,,2013,1,Reserve,Agency for Technical Cooperation and Development,International NGO,7,199992.34,0,0,6/5/2013 12:00:00 AM,,10/17/2013 12:00:00 AM,5/16/2014 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,2243.5434
Somalia,21,SOM-13/X/2470/ER/S-NFI/NGO/26,DMA-CHF-O489-474-STD,,2013,1,Reserve,American Refugee Committee,National NGO,12,200108,0,0,6/5/2013 12:00:00 AM,,9/3/2013 12:00:00 AM,9/3/2014 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,2991.3912
Somalia,21,SOM-13/X/2470/ER/S-NFI/NGO/30,DMA-CHF-O489-478-STD,,2013,1,Reserve,Sustainable Development & Peace Building Initiative,National NGO,9,260200,0,0,5/30/2013 12:00:00 AM,,8/26/2013 12:00:00 AM,5/25/2014 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,25052.9013
Somalia,21,SOM-13/X/2470/ER/S-NFI/NGO/32,DMA-CHF-O489-481,,2013,1,Reserve,Danish Refugee Council,National NGO,12,303992,0,0,5/26/2013 12:00:00 AM,,9/24/2013 12:00:00 AM,9/23/2014 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,7478.4780
Somalia,21,SOM-13/X/2470/ER/S-NFI/NGO/77,DMA-CHF-O489-538ER-ER,,2013,1,Reserve,Sustainable Development & Peace Building Initiative,National NGO,3,632977.72,0,0,11/19/2013 12:00:00 AM,,12/19/2013 12:00:00 AM,3/19/2014 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,25052.9013
Somalia,21,SOM-13/X/2470/ER/SNS/INGO/36,DMA-CHF-O489-485-STD,,2013,1,Reserve,INTERSOS,International NGO,12,376497,0,0,6/5/2013 12:00:00 AM,,9/19/2013 12:00:00 AM,9/18/2014 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,14209.1082
Somalia,21,SOM-13/X/2470/ER/SNS/INGO/37,DMA-CHF-O489-486-STD,,2013,1,Reserve,Norwegian Church Aid,International NGO,9,622830,0,0,5/27/2013 12:00:00 AM,,8/26/2013 12:00:00 AM,5/25/2014 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,16078.7277
Somalia,21,SOM-13/X/2470/ER/SNS/INGO/38,DMA-CHF-O489-487-STD,,2013,1,Reserve,Oxfam GB,International NGO,6,332200,0,0,6/3/2013 12:00:00 AM,,10/7/2013 12:00:00 AM,4/7/2014 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,16826.5755
Somalia,21,SOM-13/X/2470/ER/SNS/NGO/33,DMA-CHF-O489-482-STD,,2013,1,Reserve,American Refugee Committee,National NGO,12,379998.1,0,0,5/30/2013 12:00:00 AM,,8/19/2013 12:00:00 AM,8/18/2014 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,2991.3912
Somalia,21,SOM-13/X/2470/ER/SNS/NGO/34,DMA-CHF-O489-483-STD,,2013,1,Reserve,Action for Relief and Development,National NGO,9,188850.5,0,0,5/30/2013 12:00:00 AM,,9/24/2013 12:00:00 AM,6/23/2014 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,747.8478
Somalia,21,SOM-13/X/2470/ER/SNS/NGO/35,DMA-CHF-O489-484-STD,,2013,1,Reserve,Danish Refugee Council,National NGO,12,485325,0,0,5/23/2013 12:00:00 AM,,9/24/2013 12:00:00 AM,9/23/2014 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,7478.4780
Somalia,21,SOM-13/X/2470/ER/SNS/NGO/39,DMA-CHF-O489-489-STD,,2013,1,Reserve,Wardi Relief and Development Initiatives,National NGO,9,236807,0,0,6/1/2013 12:00:00 AM,,7/31/2013 12:00:00 AM,4/30/2014 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,28044.2925
Somalia,21,SOM-13/X/2470/ER/SNS/NGO/40,DMA-CHF-O489-490-STD,,2013,1,Reserve,Wardi Relief and Development Initiatives,National NGO,9,238000,0,0,6/3/2013 12:00:00 AM,,7/31/2013 12:00:00 AM,4/30/2014 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,28044.2925
Somalia,21,SOM-13/X/2470/ER/SNS/NGO/41,DMA-CHF-O489-493-STD,,2013,1,Reserve,Women and Child Care Organisation,National NGO,9,237500,0,0,7/22/2013 12:00:00 AM,,8/26/2013 12:00:00 AM,5/25/2014 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,28418.2164
Somalia,21,SOM-13/X/2470/ER/SNS/NGO/42,DMA-CHF-O489-494-STD,,2013,1,Reserve,Solidarity Group of Jubbaland,National NGO,9,128609,0,0,5/23/2013 12:00:00 AM,,8/9/2013 12:00:00 AM,5/8/2014 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,21687.5862
Somalia,21,SOM-13/X/2470/ER/SNS/NGO/64,DMA-CHF-O489-491,,2013,1,Reserve,Somali Aid Foundations,National NGO,9,190000,0,0,6/2/2013 12:00:00 AM,,9/13/2013 12:00:00 AM,6/12/2014 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,22061.5101
Somalia,21,SOM-14/X/2470/ER/CSS/INGO/107,DMA-CHF-O489-549-STD,,2014,1,Reserve,CARE Somalia,International NGO,12,149999.36,0,0,3/25/2014 12:00:00 AM,,7/25/2014 12:00:00 AM,7/20/2015 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,3739.2390
Somalia,21,SOM-14/X/2470/ER/CSS/INGO/95,DMA-CHF-O489-551-STD,,2014,1,Reserve,International media Support,International NGO,12,198693.65,0,0,3/25/2014 12:00:00 AM,,6/30/2014 12:00:00 AM,6/25/2015 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,13087.3365
Somalia,21,SOM-14/X/2470/ER/CSS/NGO/112,DMA-CHF-O489-550-STD,,2014,1,Reserve,Danish Refugee Council,National NGO,12,249994.01,0,0,3/25/2014 12:00:00 AM,,7/7/2014 12:00:00 AM,6/30/2015 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,7478.4780
Somalia,21,SOM-14/X/2470/ER/E/INGO/110,DMA-CHF-O489-542-STD,,2014,1,Reserve,Norwegian Refugee Council,International NGO,12,400000,0,0,4/28/2014 12:00:00 AM,,6/30/2014 12:00:00 AM,6/30/2015 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,16452.6516
Somalia,21,SOM-14/X/2470/ER/E/INGO/117,DMA-CHF-O489-545-STD,,2014,1,Reserve,Save the Children UK,International NGO,12,378312.11,0,0,3/14/2014 12:00:00 AM,,7/18/2014 12:00:00 AM,7/15/2015 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,20191.8906
Somalia,21,SOM-14/X/2470/ER/E/INGO/136,DDA-CHF-O489-618-ER,,2014,1,Reserve,Norwegian Refugee Council,International NGO,6,533268.2,0,0,10/29/2014 12:00:00 AM,,11/11/2014 12:00:00 AM,5/11/2015 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,16452.6516
Somalia,21,SOM-14/X/2470/ER/E/INGO/137,DMA-CHF-O489-619-ER,,2014,1,Reserve,INTERSOS,International NGO,6,263349.47,0,0,8/29/2014 12:00:00 AM,,11/4/2014 12:00:00 AM,5/11/2015 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,14209.1082
Somalia,21,SOM-14/X/2470/ER/E/INGO/86,DMA-CHF-O489-544-STD,,2014,1,Reserve,INTERSOS,International NGO,12,355761.25,0,0,5/27/2014 12:00:00 AM,,6/27/2014 12:00:00 AM,6/30/2015 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,14209.1082
Somalia,21,SOM-14/X/2470/ER/E/INGO/96,DMA-CHF-O489-543-STD,,2014,1,Reserve,Norwegian Church Aid,International NGO,12,292448.71,0,0,4/28/2014 12:00:00 AM,,6/30/2014 12:00:00 AM,6/30/2015 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,16078.7277
Somalia,21,SOM-14/X/2470/ER/E/NGO/138,DMA-CHF-O489-620-ER,,2014,1,Reserve,Formal Education Network for Private Schools,National NGO,6,129799.95,0,0,8/29/2014 12:00:00 AM,,11/4/2014 12:00:00 AM,5/11/2015 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,10095.9453
Somalia,21,SOM-14/X/2470/ER/FS/INGO/102,DMA-CHF-O489-555-STD,,2014,1,Reserve,Agency for Technical Cooperation and Development,International NGO,8,300000,0,0,3/19/2014 12:00:00 AM,,7/21/2014 12:00:00 AM,3/25/2015 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,2243.5434
Somalia,21,SOM-14/X/2470/ER/FS/INGO/114,DMA-CHF-O489-560-STD,,2014,1,Reserve,Norwegian Refugee Council,International NGO,12,400000,0,0,3/19/2014 12:00:00 AM,,7/7/2014 12:00:00 AM,6/30/2015 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,16452.6516
Somalia,21,SOM-14/X/2470/ER/FS/INGO/118,DMA-CHF-O489-562,,2014,1,Reserve,Save Somali Women and Children,International NGO,6,300000,0,0,3/19/2014 12:00:00 AM,,7/18/2014 12:00:00 AM,1/31/2015 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,19070.1189
Somalia,21,SOM-14/X/2470/ER/FS/INGO/124,DMA-CHF-O489-559-STD,,2014,1,Reserve,Mercy Corps,International NGO,12,246196.78,0,0,3/19/2014 12:00:00 AM,,9/4/2014 12:00:00 AM,9/15/2015 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,15704.8038
Somalia,21,SOM-14/X/2470/ER/FS/INGO/133,DMA-CHF-O489-CHF-DDA-3485-654 SR,,2014,1,Reserve,Cooperazione Internazionale,International NGO,6,250000,0,0,9/16/2014 12:00:00 AM,,11/4/2014 12:00:00 AM,5/11/2015 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,6730.6302
Somalia,21,SOM-14/X/2470/ER/FS/INGO/134,DMA-CHF-O489-CHF-DDA-3485-657 SR-ER,,2014,1,Reserve,Norwegian Church Aid,International NGO,6,200000,0,0,9/16/2014 12:00:00 AM,,11/4/2014 12:00:00 AM,5/11/2015 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,16078.7277
Somalia,21,SOM-14/X/2470/ER/FS/INGO/157,DMA-CHF-O489-CHF-DDA-3485-658 SR-ER,,2014,1,Reserve,OXFAM Netherlands,International NGO,6,500070,0,0,9/16/2014 12:00:00 AM,,11/24/2014 12:00:00 AM,5/11/2015 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,17200.4994
Somalia,21,SOM-14/X/2470/ER/FS/INGO/158,DMA-CHF-O489-CHF-DDA-3485-653 SR-ER,,2014,1,Reserve,Agency for Technical Cooperation and Development,International NGO,8,242999.75,0,0,9/16/2014 12:00:00 AM,,11/21/2014 12:00:00 AM,8/1/2015 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,2243.5434
Somalia,21,SOM-14/X/2470/ER/FS/INGO/82,DMA-CHF-O489-556-STD,,2014,1,Reserve,Cooperazione Internazionale,International NGO,12,300000,0,0,3/19/2014 12:00:00 AM,,6/18/2014 12:00:00 AM,6/30/2015 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,6730.6302
Somalia,21,SOM-14/X/2470/ER/FS/INGO/93,DMA-CHF-O489-561-STD,,2014,1,Reserve,Oxfam GB,International NGO,12,800000.34,0,0,3/19/2014 12:00:00 AM,,7/7/2014 12:00:00 AM,7/15/2015 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,16826.5755
Somalia,21,SOM-14/X/2470/ER/FS/NGO/139,DMA-CHF-O489-CHF-DDA-3485-659 SR-ER,,2014,1,Reserve,Rasawad Welfare Association,National NGO,6,200000.35,0,0,9/15/2014 12:00:00 AM,,11/4/2014 12:00:00 AM,5/11/2015 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,17948.3472
Somalia,21,SOM-14/X/2470/ER/FS/NGO/148,DMA-CHF-O489-CHF-DDA-3485-660 SR-ER,,2014,1,Reserve,Southern Aid,National NGO,6,250000,0,0,9/15/2014 12:00:00 AM,,11/20/2014 12:00:00 AM,5/11/2015 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,24678.9774
Somalia,21,SOM-14/X/2470/ER/FS/NGO/149,DMA-CHF-O489-CHF-DDA-3485-655 SR ,,2014,1,Reserve,Center for Peace and Democracy,National NGO,6,200000,0,0,9/16/2014 12:00:00 AM,,11/20/2014 12:00:00 AM,5/26/2015 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,4487.0868
Somalia,21,SOM-14/X/2470/ER/FS/NGO/150,DMA-CHF-O489-CHF-DDA-3485-662 SR,,2014,1,Reserve,Women and Child Care Organisation,National NGO,6,250000,0,0,9/16/2014 12:00:00 AM,,11/20/2014 12:00:00 AM,5/11/2015 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,28418.2164
Somalia,21,SOM-14/X/2470/ER/FS/NGO/170,DMA-CHF-O489-CHF-DDA-3485-667 SR ,,2014,1,Reserve,KISIMA Peace and Development Organization,National NGO,6,160758.08,0,0,9/16/2014 12:00:00 AM,,11/20/2014 12:00:00 AM,5/11/2015 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,14956.9560
Somalia,21,SOM-14/X/2470/ER/H/INGO/100,DMA-CHF-O489-565-STD,,2014,1,Reserve,International Medical Corps,International NGO,6,206884.84,0,0,4/28/2014 12:00:00 AM,,7/7/2014 12:00:00 AM,12/23/2014 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,13461.2604
Somalia,21,SOM-14/X/2470/ER/H/INGO/101,DMA-CHF-O489-581-STD,,2014,1,Reserve,Relief International UK,International NGO,12,211307.67,0,0,4/28/2014 12:00:00 AM,,6/30/2014 12:00:00 AM,6/23/2015 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,18322.2711
Somalia,21,SOM-14/X/2470/ER/H/INGO/103,DMA-CHF-O489-588-STD,,2014,1,Reserve,Relief International UK,International NGO,12,240843.28,0,0,4/28/2014 12:00:00 AM,,6/30/2014 12:00:00 AM,6/23/2015 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,18322.2711
Somalia,21,SOM-14/X/2470/ER/H/INGO/106,DMA-CHF-O489-577-STD,,2014,1,Reserve,Action Contre la Faim,International NGO,12,250229.29,0,0,4/28/2014 12:00:00 AM,,6/27/2014 12:00:00 AM,6/30/2015 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,373.9239
Somalia,21,SOM-14/X/2470/ER/H/INGO/109,DMA-CHF-O489-582-STD,,2014,1,Reserve,Save the Children UK,International NGO,4,299033.97,0,0,4/28/2014 12:00:00 AM,,6/27/2014 12:00:00 AM,10/25/2014 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,20191.8906
Somalia,21,SOM-14/X/2470/ER/H/INGO/111,DMA-CHF-O489-580-STD,,2014,1,Reserve,OXFAM NOVIB,International NGO,12,258617,0,0,4/28/2014 12:00:00 AM,,6/27/2014 12:00:00 AM,6/30/2015 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,17574.4233
Somalia,21,SOM-14/X/2470/ER/H/INGO/127,DMA-CHF-O489-608 ER-ER,,2014,1,Reserve,International Medical Corps,International NGO,6,495723.09,0,0,6/24/2014 12:00:00 AM,,8/5/2014 12:00:00 AM,2/4/2015 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,13461.2604
Somalia,21,SOM-14/X/2470/ER/H/INGO/140,DMA-CHF-O489-627 SR-ER,,2014,1,Reserve,Comitato Internazionale per lo Sviluppo dei Popoli,International NGO,6,231126.85,0,0,8/19/2014 12:00:00 AM,,11/11/2014 12:00:00 AM,5/11/2015 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,5982.7824
Somalia,21,SOM-14/X/2470/ER/H/INGO/145,DMA-CHF-O489-638 SR-ER,,2014,1,Reserve,Save the Children UK,International NGO,6,292023.05,0,0,8/19/2014 12:00:00 AM,,11/20/2014 12:00:00 AM,5/11/2015 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,20191.8906
Somalia,21,SOM-14/X/2470/ER/H/INGO/165,DMA-CHF-O489-631 SR-ER,,2014,1,Reserve,OXFAM NOVIB,International NGO,6,270000,0,0,8/19/2014 12:00:00 AM,,11/28/2014 12:00:00 AM,5/26/2015 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,17574.4233
Somalia,21,SOM-14/X/2470/ER/H/INGO/81,DMA-CHF-O489-566-STD,,2014,1,Reserve,INTERSOS,International NGO,12,299942,0,0,3/19/2014 12:00:00 AM,,6/30/2014 12:00:00 AM,6/20/2015 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,14209.1082
Somalia,21,SOM-14/X/2470/ER/H/INGO/85,DMA-CHF-O489-568-STD,,2014,1,Reserve,International Rescue Committee,International NGO,6,298590.53,0,0,3/19/2014 12:00:00 AM,,6/18/2014 12:00:00 AM,12/16/2014 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,13835.1843
Somalia,21,SOM-14/X/2470/ER/H/NGO/141,DMA-CHF-O489-626 SR-ER,,2014,1,Reserve,Hidig Relief and Development Organization,National NGO,6,99994.71,0,0,8/19/2014 12:00:00 AM,,11/4/2014 12:00:00 AM,5/11/2015 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,11217.7170
Somalia,21,SOM-14/X/2470/ER/H/NGO/142,DMA-CHF-O489-625 SR-ER,,2014,1,Reserve,Southern Aid,National NGO,6,150000,0,0,8/19/2014 12:00:00 AM,,11/11/2014 12:00:00 AM,5/11/2015 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,24678.9774
Somalia,21,SOM-14/X/2470/ER/H/NGO/143,DMA-CHF-O489-642 SR-ER,,2014,1,Reserve,Wardi Relief and Development Initiatives,National NGO,6,150000,0,0,8/19/2014 12:00:00 AM,,11/11/2014 12:00:00 AM,5/11/2015 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,28044.2925
Somalia,21,SOM-14/X/2470/ER/H/NGO/144,DMA-CHF-O489-639 SR-ER,,2014,1,Reserve,SWISSO KALMO,National NGO,6,299702.29,0,0,8/19/2014 12:00:00 AM,,12/30/2014 12:00:00 AM,6/30/2015 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,25426.8252
